position_id,symbol,direction,lot_size,open_price,close_price,open_time,close_time,pnl,commission,swap,status
22189,XAUUSD,B,0.37,4466.31,4468.31,2026-01-09 11:46:41,2026-01-09 12:32:57,74.0,0.0,0.0,closed_sl
22924,XAUUSD,B,0.05,4466.58,4474.0,2026-01-09 14:57:55,2026-01-09 16:30:03,37.1,0.0,0.0,closed_manual
22925,XAUUSD,B,3.0,4466.36,4474.0,2026-01-09 14:58:11,2026-01-09 16:30:03,2292.0,0.0,0.0,closed_manual
19361,XAUUSD,S,0.56,4464.08,4469.34,2026-01-09 22:33:06,2026-01-09 23:02:05,-294.56,0.0,0.0,closed_sl
23459,XAUUSD,S,0.57,4464.08,4467.63,2026-01-09 23:30:12,2026-01-09 23:30:22,-202.35,0.0,0.0,closed_sl
23000,XAUUSD,B,0.55,4483.95,4480.61,2026-01-09 23:32:38,2026-01-09 23:36:34,-183.7,0.0,0.0,closed_sl
23008,XAUUSD,B,0.55,4477.54,4480.43,2026-01-09 23:31:34,2026-01-09 23:36:38,158.95,0.0,0.0,closed_sl
23566,XAUUSD,B,3.0,4484.4,4492.0,2026-01-09 23:52:57,2026-01-10 00:10:50,2280.0,0.0,0.0,closed_manual
23572,XAUUSD,B,2.0,4482.51,4492.0,2026-01-09 23:59:11,2026-01-10 00:10:50,1898.0,0.0,0.0,closed_manual
23595,XAUUSD,B,0.38,4483.95,4488.23,2026-01-10 00:00:01,2026-01-10 00:14:13,162.64,0.0,0.0,closed_sl
23602,XAUUSD,B,0.57,4483.95,4488.23,2026-01-10 00:00:01,2026-01-10 00:14:13,243.96,0.0,0.0,closed_sl
23698,XAUUSD,B,3.0,4485.74,4494.35,2026-01-10 00:18:53,2026-01-10 00:25:20,1722.0,0.0,0.0,closed_manual
23694,XAUUSD,B,0.5,4491.28,4494.65,2026-01-10 00:15:11,2026-01-10 00:25:24,168.5,0.0,0.0,closed_manual
23698,XAUUSD,B,3.0,4485.74,4485.0,2026-01-10 00:18:53,2026-01-10 00:32:49,-74.0,0.0,0.0,closed_sl
23714,XAUUSD,B,3.0,4483.0,4492.0,2026-01-10 00:33:08,2026-01-10 00:35:14,2700.0,0.0,0.0,closed_manual
23731,XAUUSD,B,3.0,4487.82,4493.0,2026-01-10 00:44:57,2026-01-10 00:55:24,1554.0,0.0,0.0,closed_manual
23737,XAUUSD,B,3.0,4486.22,4491.49,2026-01-10 00:46:51,2026-01-10 00:55:40,1054.0,0.0,0.0,closed_manual
23737,XAUUSD,B,3.0,4486.22,4493.7,2026-01-10 00:46:51,2026-01-10 00:57:33,374.0,0.0,0.0,closed_manual
23721,XAUUSD,B,3.0,4500.31,4505.0,2026-01-10 01:09:49,2026-01-10 01:22:31,1407.0,0.0,0.0,closed_manual
23590,XAUUSD,B,0.22,4500.31,4508.86,2026-01-10 01:09:49,2026-01-10 01:48:50,188.1,0.0,0.0,closed_sl
23737,XAUUSD,B,3.0,4486.22,4511.26,2026-01-10 00:46:51,2026-01-10 01:52:15,751.2,0.0,0.0,closed_manual
23737,XAUUSD,B,3.0,4486.22,4506.56,2026-01-10 00:46:51,2026-01-10 03:19:40,203.4,0.0,0.0,closed_manual
23737,XAUUSD,B,3.0,4486.22,4520.0,2026-01-10 00:46:51,2026-01-12 09:05:00,337.8,0.0,-4.82,closed_manual
23883,XAUUSD,B,0.28,4516.99,4536.83,2026-01-12 09:05:00,2026-01-12 10:00:51,555.52,0.0,0.0,closed_sl
26120,XAUUSD,B,3.0,4601.0,4603.0,2026-01-12 23:07:59,2026-01-12 23:08:16,600.0,0.0,0.0,closed_manual
25041,XAUUSD,B,0.71,4599.34,4606.2,2026-01-12 23:07:39,2026-01-12 23:14:56,274.4,0.0,0.0,closed_manual
25041,XAUUSD,B,0.71,4599.34,4611.96,2026-01-12 23:07:39,2026-01-13 00:01:07,391.22,0.0,0.0,closed_sl
29742,XAUUSD,B,0.73,4599.34,4592.95,2026-01-13 00:32:04,2026-01-13 00:35:59,-466.47,0.0,0.0,closed_sl
31657,XAUUSD,B,0.72,4596.89,4606.2,2026-01-13 23:07:42,2026-01-13 23:31:22,670.32,0.0,0.0,closed_sl
38440,XAUUSD,B,0.28,4630.08,4626.38,2026-01-14 00:47:15,2026-01-14 00:52:48,-103.6,0.0,0.0,closed_sl
38433,XAUUSD,B,0.46,4630.08,4626.27,2026-01-14 00:47:15,2026-01-14 00:52:49,-175.26,0.0,0.0,closed_sl
42049,XAUUSD,B,0.46,4601.85,4607.69,2026-01-14 02:30:58,2026-01-14 03:13:39,268.64,0.0,0.0,closed_sl
33391,XAUUSD,S,0.69,4577.95,4578.13,2026-01-14 06:33:49,2026-01-14 06:36:03,-12.42,0.0,0.0,closed_sl
42781,XAUUSD,B,0.69,4634.72,4631.25,2026-01-14 15:01:55,2026-01-14 15:22:00,-239.43,0.0,0.0,closed_sl
44096,XAUUSD,B,0.27,4630.08,4626.91,2026-01-14 16:12:09,2026-01-14 16:34:49,-85.59,0.0,0.0,closed_sl
45695,XAUUSD,B,0.66,4634.72,4629.14,2026-01-14 21:04:38,2026-01-14 21:32:20,-368.28,0.0,0.0,closed_sl
33353,XAUUSD,S,0.46,4599.28,4592.04,2026-01-15 11:24:38,2026-01-15 11:33:03,333.04,0.0,0.0,closed_sl
65031,XAUUSD,S,0.43,4599.28,4606.2,2026-01-15 12:00:01,2026-01-15 12:05:46,-297.56,0.0,0.0,closed_sl
65899,XAUUSD,S,0.43,4599.28,4589.78,2026-01-15 13:02:52,2026-01-15 13:34:39,408.5,0.0,0.0,closed_sl
65906,XAUUSD,S,0.64,4599.28,4589.78,2026-01-15 13:02:52,2026-01-15 13:34:39,608.0,0.0,0.0,closed_sl
65918,XAUUSD,S,0.64,4599.28,4589.78,2026-01-15 13:02:52,2026-01-15 13:34:39,608.0,0.0,0.0,closed_sl
69441,XAUUSD,S,0.26,4599.28,4606.25,2026-01-15 17:59:00,2026-01-15 18:19:06,-181.22,0.0,0.0,closed_sl
58534,XAUUSD,B,0.65,4613.37,4614.73,2026-01-15 20:08:23,2026-01-15 22:14:11,88.4,0.0,0.0,closed_sl
90967,XAUUSD,S,1.29,4591.28,4586.22,2026-01-16 23:16:45,2026-01-16 23:18:07,652.74,0.0,0.0,closed_sl
99697,XAUUSD,S,1.3,4591.28,4588.0,2026-01-17 01:24:32,2026-01-17 01:25:19,426.4,0.0,0.0,closed_sl
90965,XAUUSD,B,1.29,4624.74,4646.65,2026-01-19 09:05:00,2026-01-19 09:05:15,2826.39,0.0,0.0,closed_sl
106988,XAUUSD,B,1.72,4690.41,4689.59,2026-01-20 14:35:43,2026-01-20 14:38:39,-141.04,0.0,0.0,closed_sl
118444,XAUUSD,S,0.84,4721.55,4718.17,2026-01-20 23:20:48,2026-01-20 23:23:04,283.92,0.0,0.0,closed_sl
120890,XAUUSD,S,0.08,4737.92,4734.88,2026-01-20 23:59:55,2026-01-21 00:06:45,24.32,0.0,0.0,closed_manual
121511,XAUUSD,S,0.08,4750.67,4747.62,2026-01-21 00:29:59,2026-01-21 00:30:09,24.4,0.0,0.0,closed_manual
122824,XAUUSD,B,0.08,4727.11,4730.16,2026-01-21 01:25:12,2026-01-21 01:30:56,24.4,0.0,0.0,closed_manual
123715,XAUUSD,S,0.08,4752.41,4749.24,2026-01-21 02:55:16,2026-01-21 03:01:50,25.36,0.0,0.0,closed_manual
125762,XAUUSD,B,0.2,4799.75,4812.98,2026-01-21 11:11:10,2026-01-21 11:21:09,264.6,0.0,0.0,closed_manual
125836,XAUUSD,B,0.2,4808.02,4814.12,2026-01-21 11:14:13,2026-01-21 11:21:13,122.0,0.0,0.0,closed_manual
126330,XAUUSD,B,0.5,4820.0,4827.2,2026-01-21 11:36:00,2026-01-21 11:48:42,360.0,0.0,0.0,closed_manual
126419,XAUUSD,B,0.4,4817.82,4827.21,2026-01-21 11:40:22,2026-01-21 11:49:05,375.6,0.0,0.0,closed_manual
126990,XAUUSD,B,0.6,4837.87,4834.79,2026-01-21 12:06:45,2026-01-21 12:37:38,-184.8,0.0,0.0,closed_manual
127047,XAUUSD,B,1.0,4833.04,4834.78,2026-01-21 12:11:12,2026-01-21 12:37:41,174.0,0.0,0.0,closed_manual
127085,XAUUSD,B,0.5,4825.53,4834.48,2026-01-21 12:19:34,2026-01-21 12:37:47,447.5,0.0,0.0,closed_manual
127129,XAUUSD,B,1.2,4821.96,4834.81,2026-01-21 12:27:28,2026-01-21 12:37:50,1542.0,0.0,0.0,closed_manual
127089,XAUUSD,B,0.8,4826.57,4834.5,2026-01-21 12:19:47,2026-01-21 12:39:57,317.2,0.0,0.0,closed_manual
127459,XAUUSD,B,0.3,4836.99,4838.61,2026-01-21 12:57:41,2026-01-21 13:00:59,48.6,0.0,0.0,closed_manual
127089,XAUUSD,B,0.8,4826.57,4839.27,2026-01-21 12:19:47,2026-01-21 13:01:24,508.0,0.0,0.0,closed_manual
127518,XAUUSD,B,0.3,4840.21,4844.38,2026-01-21 13:01:31,2026-01-21 13:04:47,125.1,0.0,0.0,closed_manual
127884,XAUUSD,B,0.8,4827.84,4841.94,2026-01-21 13:23:48,2026-01-21 13:35:48,1128.0,0.0,0.0,closed_manual
127844,XAUUSD,B,0.2,4832.59,4842.19,2026-01-21 13:19:46,2026-01-21 13:35:50,192.0,0.0,0.0,closed_manual
127831,XAUUSD,B,0.3,4836.59,4842.25,2026-01-21 13:18:46,2026-01-21 13:46:47,169.8,0.0,0.0,closed_manual
128195,XAUUSD,B,0.2,4842.07,4840.76,2026-01-21 13:47:13,2026-01-21 14:05:46,-26.2,0.0,0.0,closed_manual
128505,XAUUSD,B,1.0,4849.6,4859.8,2026-01-21 14:22:24,2026-01-21 14:39:27,510.0,0.0,0.0,closed_manual
128505,XAUUSD,B,1.0,4849.6,4861.39,2026-01-21 14:22:24,2026-01-21 14:40:47,589.5,0.0,0.0,closed_manual
128423,XAUUSD,B,0.2,4848.15,4863.42,2026-01-21 14:18:13,2026-01-21 14:50:45,305.4,0.0,0.0,closed_manual
130468,XAUUSD,B,0.6,4863.9,4835.0,2026-01-21 16:51:24,2026-01-21 17:10:35,-1734.0,0.0,0.0,closed_sl
130609,XAUUSD,B,2.0,4849.3,4835.0,2026-01-21 16:58:33,2026-01-21 17:10:35,-2860.0,0.0,0.0,closed_sl
131501,XAUUSD,B,1.0,4844.96,4856.97,2026-01-21 17:40:12,2026-01-21 17:56:55,1201.0,0.0,0.0,closed_manual
130850,XAUUSD,B,1.0,4838.3,4856.79,2026-01-21 17:15:20,2026-01-21 17:57:12,924.5,0.0,0.0,closed_manual
130850,XAUUSD,B,1.0,4838.3,4855.24,2026-01-21 17:15:20,2026-01-21 17:57:42,847.0,0.0,0.0,closed_manual
132523,XAUUSD,B,0.8,4858.52,4870.0,2026-01-21 19:04:48,2026-01-21 19:26:15,918.4,0.0,0.0,closed_manual
133069,XAUUSD,B,0.3,4866.38,4871.0,2026-01-21 20:03:29,2026-01-21 23:11:45,138.6,0.0,0.0,closed_manual
135013,XAUUSD,B,0.3,4878.46,4872.81,2026-01-21 23:38:54,2026-01-21 23:51:39,-169.5,0.0,0.0,closed_manual
134551,XAUUSD,B,0.8,4846.0,4856.41,2026-01-22 00:05:03,2026-01-22 00:05:51,832.8,0.0,0.0,closed_manual
135828,XAUUSD,B,1.0,4846.47,4855.49,2026-01-22 00:14:26,2026-01-22 00:20:58,902.0,0.0,0.0,closed_manual
135678,XAUUSD,B,1.5,4846.58,4859.45,2026-01-22 00:11:20,2026-01-22 00:28:04,1930.5,0.0,0.0,closed_manual
136769,XAUUSD,B,0.8,4844.0,4825.0,2026-01-22 01:18:07,2026-01-22 01:21:28,-1520.0,0.0,0.0,closed_sl
136776,XAUUSD,B,0.8,4844.0,4825.0,2026-01-22 01:18:07,2026-01-22 01:21:28,-1520.0,0.0,0.0,closed_sl
137518,XAUUSD,B,1.5,4834.12,4855.0,2026-01-22 01:30:08,2026-01-22 02:07:55,3132.0,0.0,0.0,closed_manual
137877,XAUUSD,B,0.4,4835.41,4855.0,2026-01-22 01:46:23,2026-01-22 02:07:55,783.6,0.0,0.0,closed_manual
138536,XAUUSD,B,1.0,4840.16,4848.0,2026-01-22 02:29:43,2026-01-22 02:40:09,784.0,0.0,0.0,closed_manual
139187,XAUUSD,B,2.0,4819.55,4812.0,2026-01-22 03:04:01,2026-01-22 03:31:18,-1510.0,0.0,0.0,closed_sl
140386,XAUUSD,S,0.18,4835.42,4843.68,2026-01-22 04:28:08,2026-01-22 04:50:00,-148.68,0.0,0.0,closed_sl
140495,XAUUSD,S,0.18,4842.27,4850.53,2026-01-22 04:50:08,2026-01-22 04:59:41,-148.68,0.0,0.0,closed_sl
140587,XAUUSD,S,0.36,4847.84,4842.1,2026-01-22 05:01:07,2026-01-22 05:27:41,206.64,0.0,0.0,closed_manual
139546,XAUUSD,B,2.0,4796.0,4782.0,2026-01-22 05:35:16,2026-01-22 05:36:25,-2800.0,0.0,0.0,closed_sl
143705,XAUUSD,B,2.0,4790.7,4778.0,2026-01-22 10:41:23,2026-01-22 11:03:12,-2540.0,0.0,0.0,closed_sl
143759,XAUUSD,B,2.0,4787.7,4778.0,2026-01-22 10:49:47,2026-01-22 11:03:12,-1940.0,0.0,0.0,closed_sl
144125,XAUUSD,B,4.0,4780.78,4790.0,2026-01-22 11:05:45,2026-01-22 11:14:45,3688.0,0.0,0.0,closed_manual
144858,XAUUSD,B,0.18,4790.63,4782.34,2026-01-22 12:02:12,2026-01-22 12:33:04,-149.22,0.0,0.0,closed_sl
145433,XAUUSD,B,2.0,4777.04,4786.65,2026-01-22 12:39:32,2026-01-22 12:48:14,961.0,0.0,0.0,closed_manual
145281,XAUUSD,B,0.18,4782.61,4788.32,2026-01-22 12:33:08,2026-01-22 12:52:08,102.78,0.0,0.0,closed_manual
145433,XAUUSD,B,2.0,4777.04,4788.71,2026-01-22 12:39:32,2026-01-22 12:53:31,1167.0,0.0,0.0,closed_manual
145978,XAUUSD,S,0.18,4798.63,4806.92,2026-01-22 14:06:25,2026-01-22 15:45:59,-149.22,0.0,0.0,closed_sl
146406,XAUUSD,S,0.36,4806.57,4814.86,2026-01-22 15:46:15,2026-01-22 15:51:48,-298.44,0.0,0.0,closed_sl
146571,XAUUSD,S,0.36,4822.11,4830.4,2026-01-22 16:07:15,2026-01-22 17:02:35,-298.44,0.0,0.0,closed_sl
146913,XAUUSD,S,0.72,4831.17,4825.46,2026-01-22 17:05:11,2026-01-22 18:10:53,411.12,0.0,0.0,closed_manual
147472,XAUUSD,B,0.72,4826.31,4830.71,2026-01-22 18:43:30,2026-01-22 18:55:03,316.8,0.0,0.0,closed_manual
147611,XAUUSD,S,0.72,4833.75,4828.07,2026-01-22 19:03:49,2026-01-22 19:32:19,408.96,0.0,0.0,closed_manual
147857,XAUUSD,B,0.72,4823.8,4815.54,2026-01-22 19:33:16,2026-01-22 19:42:41,-594.72,0.0,0.0,closed_sl
148087,XAUUSD,B,0.72,4817.4,4823.14,2026-01-22 19:45:14,2026-01-22 20:00:00,413.28,0.0,0.0,closed_manual
148420,XAUUSD,S,0.72,4831.46,4825.72,2026-01-22 20:51:38,2026-01-22 21:15:03,413.28,0.0,0.0,closed_manual
148544,XAUUSD,B,0.72,4825.51,4831.25,2026-01-22 21:15:15,2026-01-22 21:44:24,413.28,0.0,0.0,closed_manual
148728,XAUUSD,S,0.72,4833.71,4827.97,2026-01-22 21:49:20,2026-01-22 22:00:17,413.28,0.0,0.0,closed_manual
148909,XAUUSD,B,0.72,4825.41,4831.15,2026-01-22 22:02:22,2026-01-22 22:26:43,413.28,0.0,0.0,closed_manual
149116,XAUUSD,B,0.72,4824.61,4816.35,2026-01-22 22:56:31,2026-01-22 23:01:02,-594.72,0.0,0.0,closed_sl
149284,XAUUSD,B,1.44,4819.9,4825.64,2026-01-22 23:01:18,2026-01-22 23:13:10,826.56,0.0,0.0,closed_manual
149557,XAUUSD,S,1.44,4832.01,4826.27,2026-01-22 23:20:10,2026-01-22 23:30:08,826.56,0.0,0.0,closed_manual
150029,XAUUSD,B,1.52,4815.49,4821.23,2026-01-22 23:42:47,2026-01-22 23:52:00,872.48,0.0,0.0,closed_manual
150554,XAUUSD,S,1.52,4830.97,4839.23,2026-01-23 00:30:14,2026-01-23 00:32:40,-1255.52,0.0,0.0,closed_sl
150779,XAUUSD,S,1.44,4840.91,4835.24,2026-01-23 00:35:08,2026-01-23 00:35:51,816.48,0.0,0.0,closed_manual
141760,XAUUSD,B,1.83,4888.46,4889.55,2026-01-23 03:22:55,2026-01-23 03:23:24,199.47,0.0,0.0,closed_sl
154309,XAUUSD,B,0.5,4910.89,4913.94,2026-01-23 04:10:14,2026-01-23 04:36:06,152.5,0.0,0.0,closed_manual
154537,XAUUSD,B,0.5,4909.23,4917.88,2026-01-23 04:25:09,2026-01-23 05:02:48,259.5,0.0,0.0,closed_manual
154537,XAUUSD,B,0.5,4909.23,4922.0,2026-01-23 04:25:09,2026-01-23 05:07:31,255.4,0.0,0.0,closed_manual
156700,XAUUSD,B,0.8,4952.04,4959.68,2026-01-23 10:45:17,2026-01-23 11:49:40,229.2,0.0,0.0,closed_manual
156700,XAUUSD,B,0.8,4952.04,4958.98,2026-01-23 10:45:17,2026-01-23 11:53:25,138.8,0.0,0.0,closed_manual
156700,XAUUSD,B,0.8,4952.04,4958.23,2026-01-23 10:45:17,2026-01-23 11:55:14,61.9,0.0,0.0,closed_manual
156700,XAUUSD,B,0.8,4952.04,4951.59,2026-01-23 10:45:17,2026-01-23 14:16:34,-9.0,0.0,0.0,closed_manual
159288,XAUUSD,S,0.18,4955.99,4964.28,2026-01-23 14:40:28,2026-01-23 15:47:01,-149.22,0.0,0.0,closed_sl
159848,XAUUSD,B,0.18,4954.79,4946.5,2026-01-23 16:10:09,2026-01-23 16:12:10,-149.22,0.0,0.0,closed_sl
160011,XAUUSD,B,0.18,4950.75,4956.46,2026-01-23 16:14:06,2026-01-23 16:22:01,102.78,0.0,0.0,closed_manual
160685,XAUUSD,B,0.18,4948.42,4940.12,2026-01-23 17:44:02,2026-01-23 18:15:08,-149.4,0.0,0.0,closed_sl
161044,XAUUSD,B,0.36,4933.55,4925.26,2026-01-23 18:21:34,2026-01-23 18:23:26,-298.44,0.0,0.0,closed_sl
161298,XAUUSD,B,0.38,4915.1,4920.76,2026-01-23 18:30:04,2026-01-23 18:36:37,215.08,0.0,0.0,closed_manual
161740,XAUUSD,B,0.38,4910.76,4916.47,2026-01-23 18:53:02,2026-01-23 18:54:23,216.98,0.0,0.0,closed_manual
162322,XAUUSD,B,0.38,4900.27,4905.97,2026-01-23 19:29:15,2026-01-23 19:30:25,216.6,0.0,0.0,closed_manual
162704,XAUUSD,S,0.38,4928.85,4923.19,2026-01-23 20:26:00,2026-01-23 21:01:07,215.08,0.0,0.0,closed_manual
162907,XAUUSD,B,0.38,4918.86,4924.52,2026-01-23 21:04:20,2026-01-23 21:33:54,215.08,0.0,0.0,closed_manual
163310,XAUUSD,S,0.38,4930.51,4938.78,2026-01-23 22:02:59,2026-01-23 22:40:14,-314.26,0.0,0.0,closed_sl
163560,XAUUSD,S,0.76,4940.94,4935.2,2026-01-23 22:52:49,2026-01-23 23:00:21,436.24,0.0,0.0,closed_manual
163749,XAUUSD,S,0.76,4946.94,4941.28,2026-01-23 23:07:19,2026-01-23 23:08:29,430.16,0.0,0.0,closed_manual
163920,XAUUSD,B,0.76,4928.57,4934.31,2026-01-23 23:23:08,2026-01-23 23:27:57,436.24,0.0,0.0,closed_manual
164350,XAUUSD,S,0.76,4955.09,4949.35,2026-01-24 00:49:18,2026-01-24 00:58:26,436.24,0.0,0.0,closed_manual
164724,XAUUSD,S,0.76,4961.77,4956.03,2026-01-24 01:47:25,2026-01-24 01:50:41,436.24,0.0,0.0,closed_manual
164898,XAUUSD,B,1.94,4967.41,4973.36,2026-01-24 02:09:41,2026-01-24 02:10:23,1154.3,0.0,0.0,closed_sl
165135,XAUUSD,S,0.76,4972.81,4981.1,2026-01-24 02:12:30,2026-01-24 02:20:20,-630.04,0.0,0.0,closed_sl
165563,XAUUSD,B,1.95,4967.41,4971.84,2026-01-24 04:00:06,2026-01-24 04:01:29,863.85,0.0,0.0,closed_sl
165892,XAUUSD,B,1.96,4967.41,4976.49,2026-01-24 05:00:00,2026-01-24 05:05:37,1779.68,0.0,0.0,closed_sl
169258,XAUUSD,B,1.0,5073.7,5069.0,2026-01-26 11:50:47,2026-01-26 11:51:39,-470.0,0.0,0.0,closed_sl
169425,XAUUSD,B,1.0,5080.26,5086.84,2026-01-26 11:53:46,2026-01-26 12:26:06,658.0,0.0,0.0,closed_manual
169639,XAUUSD,B,0.5,5074.27,5086.75,2026-01-26 12:04:20,2026-01-26 12:26:10,624.0,0.0,0.0,closed_manual
169497,XAUUSD,B,1.0,5076.32,5092.0,2026-01-26 11:58:24,2026-01-26 12:31:07,1568.0,0.0,0.0,closed_manual
170213,XAUUSD,B,1.0,5085.32,5086.15,2026-01-26 12:34:31,2026-01-26 12:54:48,41.5,0.0,0.0,closed_manual
170640,XAUUSD,B,1.2,5073.97,5079.04,2026-01-26 13:01:16,2026-01-26 13:03:08,608.4,0.0,0.0,closed_manual
170716,XAUUSD,B,1.2,5074.13,5079.2,2026-01-26 13:02:22,2026-01-26 13:03:08,608.4,0.0,0.0,closed_manual
170213,XAUUSD,B,1.0,5085.32,5066.0,2026-01-26 12:34:31,2026-01-26 14:32:33,-966.0,0.0,0.0,closed_sl
170288,XAUUSD,B,0.5,5081.37,5066.0,2026-01-26 12:35:40,2026-01-26 14:32:33,-768.5,0.0,0.0,closed_sl
171508,XAUUSD,B,0.6,5075.26,5066.0,2026-01-26 13:49:50,2026-01-26 14:32:33,-555.6,0.0,0.0,closed_sl
172000,XAUUSD,B,1.19,5065.33,5070.4,2026-01-26 14:41:24,2026-01-26 14:57:13,603.33,0.0,0.0,closed_manual
172420,XAUUSD,B,1.2,5054.65,5059.7,2026-01-26 15:19:51,2026-01-26 15:21:58,606.0,0.0,0.0,closed_manual
174142,XAUUSD,B,0.5,5088.67,5094.0,2026-01-26 17:12:39,2026-01-26 17:17:31,266.5,0.0,0.0,closed_manual
174937,XAUUSD,B,0.5,5096.62,5086.0,2026-01-26 18:34:21,2026-01-26 18:51:32,-531.0,0.0,0.0,closed_sl
175089,XAUUSD,B,0.5,5093.58,5086.0,2026-01-26 18:45:25,2026-01-26 18:51:32,-379.0,0.0,0.0,closed_sl
175469,XAUUSD,B,1.0,5080.93,5090.0,2026-01-26 18:54:13,2026-01-26 19:00:40,907.0,0.0,0.0,closed_manual
175347,XAUUSD,B,1.19,5085.13,5090.22,2026-01-26 18:52:17,2026-01-26 19:00:41,605.71,0.0,0.0,closed_manual
176057,XAUUSD,B,1.21,5083.44,5088.52,2026-01-26 19:50:27,2026-01-26 20:14:09,614.68,0.0,0.0,closed_manual
177361,XAUUSD,B,1.22,5075.48,5080.56,2026-01-26 23:02:28,2026-01-26 23:10:26,619.76,0.0,0.0,closed_manual
177914,XAUUSD,B,1.23,5062.78,5067.84,2026-01-26 23:30:39,2026-01-26 23:41:45,622.38,0.0,0.0,closed_manual
178351,XAUUSD,B,1.24,5058.97,5064.03,2026-01-27 00:02:20,2026-01-27 00:03:32,627.44,0.0,0.0,closed_manual
178758,XAUUSD,S,1.24,5081.64,5076.56,2026-01-27 00:28:04,2026-01-27 00:31:25,629.92,0.0,0.0,closed_manual
179051,XAUUSD,S,1.25,5088.66,5083.57,2026-01-27 00:37:52,2026-01-27 00:41:40,636.25,0.0,0.0,closed_manual
185411,XAUUSD,B,1.26,5057.85,5062.91,2026-01-27 15:11:26,2026-01-27 15:14:35,637.56,0.0,0.0,closed_manual
